"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 13 16:33:07 BDT 2023","Thu Jul 13 16:33:11 BDT 2023","3363","Suite","Test","testcases.PrivacyPoliceTestCases","testcases.PrivacyPoliceTestCases","logFilesBodyVerify","logFilesBodyVerify",""
"passed","Thu Jul 13 16:21:31 BDT 2023","Thu Jul 13 16:21:57 BDT 2023","26869","Suite","Test","testcases.LandingTestCases","testcases.LandingTestCases","footerAllTemplateButtonTest","footerAllTemplateButtonTest",""
"passed","Thu Jul 13 16:33:02 BDT 2023","Thu Jul 13 16:33:05 BDT 2023","2660","Suite","Test","testcases.PrivacyPoliceTestCases","testcases.PrivacyPoliceTestCases","informationTittleVerify","informationTittleVerify",""
"passed","Thu Jul 13 16:26:21 BDT 2023","Thu Jul 13 16:26:31 BDT 2023","9790","Suite","Test","testcases.LandingTestCases","testcases.LandingTestCases","landingPageRecruiterPreferBodyVerify","landingPageRecruiterPreferBodyVerify",""
"passed","Thu Jul 13 16:23:13 BDT 2023","Thu Jul 13 16:23:23 BDT 2023","9976","Suite","Test","testcases.LandingTestCases","testcases.LandingTestCases","footerNewsLetterSubcriptionValidInput","footerNewsLetterSubcriptionValidInput",""
"passed","Thu Jul 13 16:30:33 BDT 2023","Thu Jul 13 16:30:39 BDT 2023","5640","Suite","Test","testcases.TermConditionTestCases","testcases.TermConditionTestCases","privacyPolicyTittleVerify","privacyPolicyTittleVerify",""
"passed","Thu Jul 13 16:33:19 BDT 2023","Thu Jul 13 16:33:22 BDT 2023","3241","Suite","Test","testcases.PrivacyPoliceTestCases","testcases.PrivacyPoliceTestCases","overviewBodyTextPart3Verify","overviewBodyTextPart3Verify",""
"passed","Thu Jul 13 16:31:18 BDT 2023","Thu Jul 13 16:31:32 BDT 2023","14391","Suite","Test","testcases.BlogPageTestCase","testcases.BlogPageTestCase","vlog11TittleUrlVerify","vlog11TittleUrlVerify",""
"passed","Thu Jul 13 16:28:45 BDT 2023","Thu Jul 13 16:28:51 BDT 2023","5606","Suite","Test","testcases.AboutTestCases","testcases.AboutTestCases","aboutUsEasyToCreateResumeTittleVerify","aboutUsEasyToCreateResumeTittleVerify",""
"passed","Thu Jul 13 16:33:36 BDT 2023","Thu Jul 13 16:33:40 BDT 2023","4471","Suite","Test","testcases.LoginTestCases","testcases.LoginTestCases","loginButtonTestFromNav","loginButtonTestFromNav",""
"passed","Thu Jul 13 16:27:21 BDT 2023","Thu Jul 13 16:27:29 BDT 2023","8560","Suite","Test","testcases.LandingTestCases","testcases.LandingTestCases","landingPageSimpleCvDownloadCvTextVerify","landingPageSimpleCvDownloadCvTextVerify",""
"passed","Thu Jul 13 16:30:26 BDT 2023","Thu Jul 13 16:30:31 BDT 2023","5160","Suite","Test","testcases.TermConditionTestCases","testcases.TermConditionTestCases","miscellaneousTittleVerify","miscellaneousTittleVerify",""
"passed","Thu Jul 13 16:30:40 BDT 2023","Thu Jul 13 16:30:46 BDT 2023","5729","Suite","Test","testcases.TermConditionTestCases","testcases.TermConditionTestCases","siteManangementTittleVerify","siteManangementTittleVerify",""
"passed","Thu Jul 13 16:37:59 BDT 2023","Thu Jul 13 16:38:07 BDT 2023","7238","Suite","Test","testcases.RegisterTestCases","testcases.RegisterTestCases","registerInvalidDataVerify","registerInvalidDataVerify",""
"passed","Thu Jul 13 16:22:52 BDT 2023","Thu Jul 13 16:23:12 BDT 2023","19145","Suite","Test","testcases.LandingTestCases","testcases.LandingTestCases","footerNewsLetterSubcriptionExistingUser","footerNewsLetterSubcriptionExistingUser",""
"passed","Thu Jul 13 16:30:42 BDT 2023","Thu Jul 13 16:30:48 BDT 2023","5112","Suite","Test","testcases.TermConditionTestCases","testcases.TermConditionTestCases","submissionTittleVerify","submissionTittleVerify",""
"passed","Thu Jul 13 16:25:55 BDT 2023","Thu Jul 13 16:26:01 BDT 2023","5829","Suite","Test","testcases.LandingTestCases","testcases.LandingTestCases","landingPageHiringManagerTittleVerify","landingPageHiringManagerTittleVerify",""
"passed","Thu Jul 13 16:29:26 BDT 2023","Thu Jul 13 16:29:33 BDT 2023","6382","Suite","Test","testcases.TermConditionTestCases","testcases.TermConditionTestCases","agreementTittleVerify","agreementTittleVerify",""
"passed","Thu Jul 13 16:31:35 BDT 2023","Thu Jul 13 16:31:44 BDT 2023","9020","Suite","Test","testcases.BlogPageTestCase","testcases.BlogPageTestCase","vlog2TittleUrlVerify","vlog2TittleUrlVerify",""
"passed","Thu Jul 13 16:33:09 BDT 2023","Thu Jul 13 16:33:11 BDT 2023","2401","Suite","Test","testcases.PrivacyPoliceTestCases","testcases.PrivacyPoliceTestCases","logFilesTittleVerify","logFilesTittleVerify",""
"passed","Thu Jul 13 16:25:09 BDT 2023","Thu Jul 13 16:25:16 BDT 2023","7102","Suite","Test","testcases.LandingTestCases","testcases.LandingTestCases","landingPageFAQFourQuestionTittleVerify","landingPageFAQFourQuestionTittleVerify",""
"passed","Thu Jul 13 16:23:41 BDT 2023","Thu Jul 13 16:23:56 BDT 2023","14885","Suite","Test","testcases.LandingTestCases","testcases.LandingTestCases","footerTermsConditionButtonTest","footerTermsConditionButtonTest",""
"passed","Thu Jul 13 16:22:00 BDT 2023","Thu Jul 13 16:22:30 BDT 2023","30720","Suite","Test","testcases.LandingTestCases","testcases.LandingTestCases","footerCreateResumeButtonTest","footerCreateResumeButtonTest",""
"passed","Thu Jul 13 16:39:57 BDT 2023","Thu Jul 13 16:40:06 BDT 2023","9376","Suite","Test","testcases.TemplatesTestCases","testcases.TemplatesTestCases","templatePageScroll","templatePageScroll",""
"passed","Thu Jul 13 16:29:07 BDT 2023","Thu Jul 13 16:29:15 BDT 2023","8173","Suite","Test","testcases.AboutTestCases","testcases.AboutTestCases","aboutUsWhyChooseSiteBodyVerify","aboutUsWhyChooseSiteBodyVerify",""
"passed","Thu Jul 13 16:23:21 BDT 2023","Thu Jul 13 16:23:40 BDT 2023","18596","Suite","Test","testcases.LandingTestCases","testcases.LandingTestCases","footerNewsLetterTextVerify","footerNewsLetterTextVerify",""
"passed","Thu Jul 13 16:38:37 BDT 2023","Thu Jul 13 16:38:51 BDT 2023","13787","Suite","Test","testcases.RegisterTestCases","testcases.RegisterTestCases","registerWithExistingUserMail","registerWithExistingUserMail",""
"passed","Thu Jul 13 16:26:14 BDT 2023","Thu Jul 13 16:26:17 BDT 2023","3796","Suite","Test","testcases.LandingTestCases","testcases.LandingTestCases","landingPageNavLogoButtonTest","landingPageNavLogoButtonTest",""
"passed","Thu Jul 13 16:30:00 BDT 2023","Thu Jul 13 16:30:06 BDT 2023","5614","Suite","Test","testcases.TermConditionTestCases","testcases.TermConditionTestCases","disputeResolutionTittleVerify","disputeResolutionTittleVerify",""
"passed","Thu Jul 13 16:30:50 BDT 2023","Thu Jul 13 16:30:57 BDT 2023","6625","Suite","Test","testcases.TermConditionTestCases","testcases.TermConditionTestCases","topButtonTest","topButtonTest",""
"passed","Thu Jul 13 16:22:43 BDT 2023","Thu Jul 13 16:22:53 BDT 2023","9590","Suite","Test","testcases.LandingTestCases","testcases.LandingTestCases","footerNewsLetterSubcriptionButtonVerify","footerNewsLetterSubcriptionButtonVerify",""
"passed","Thu Jul 13 16:33:31 BDT 2023","Thu Jul 13 16:33:33 BDT 2023","2363","Suite","Test","testcases.PrivacyPoliceTestCases","testcases.PrivacyPoliceTestCases","useYourinformationTittleVerify","useYourinformationTittleVerify",""
"passed","Thu Jul 13 16:24:01 BDT 2023","Thu Jul 13 16:24:19 BDT 2023","18454","Suite","Test","testcases.LandingTestCases","testcases.LandingTestCases","landingPageContentSuggestionBodyVerify","landingPageContentSuggestionBodyVerify",""
"passed","Thu Jul 13 16:34:06 BDT 2023","Thu Jul 13 16:34:13 BDT 2023","7141","Suite","Test","testcases.LoginTestCases","testcases.LoginTestCases","loginPageCreateAccountButtonTest","loginPageCreateAccountButtonTest",""
"passed","Thu Jul 13 16:30:18 BDT 2023","Thu Jul 13 16:30:23 BDT 2023","5089","Suite","Test","testcases.TermConditionTestCases","testcases.TermConditionTestCases","limitationofLiabilityTittleVerify","limitationofLiabilityTittleVerify",""
"passed","Thu Jul 13 16:24:34 BDT 2023","Thu Jul 13 16:24:47 BDT 2023","13373","Suite","Test","testcases.LandingTestCases","testcases.LandingTestCases","landingPageFAQFirstQuestionAnswerVerify","landingPageFAQFirstQuestionAnswerVerify",""
"passed","Thu Jul 13 16:26:39 BDT 2023","Thu Jul 13 16:26:51 BDT 2023","11944","Suite","Test","testcases.LandingTestCases","testcases.LandingTestCases","landingPageRecruiterPreferCvTemplateVerify","landingPageRecruiterPreferCvTemplateVerify",""
"passed","Thu Jul 13 16:33:21 BDT 2023","Thu Jul 13 16:33:24 BDT 2023","3121","Suite","Test","testcases.PrivacyPoliceTestCases","testcases.PrivacyPoliceTestCases","thirthPartyTittleVerify","thirthPartyTittleVerify",""
"passed","Thu Jul 13 16:26:06 BDT 2023","Thu Jul 13 16:26:12 BDT 2023","6008","Suite","Test","testcases.LandingTestCases","testcases.LandingTestCases","landingPageNavHomeButtonTest","landingPageNavHomeButtonTest",""
"passed","Thu Jul 13 16:31:53 BDT 2023","Thu Jul 13 16:32:04 BDT 2023","11620","Suite","Test","testcases.BlogPageTestCase","testcases.BlogPageTestCase","vlog5TittleUrlVerify","vlog5TittleUrlVerify",""
"passed","Thu Jul 13 16:26:03 BDT 2023","Thu Jul 13 16:26:07 BDT 2023","4639","Suite","Test","testcases.LandingTestCases","testcases.LandingTestCases","landingPageNavCartButtonTest","landingPageNavCartButtonTest",""
"passed","Thu Jul 13 16:24:58 BDT 2023","Thu Jul 13 16:25:05 BDT 2023","6337","Suite","Test","testcases.LandingTestCases","testcases.LandingTestCases","landingPageFAQFiveQuestionTittleVerify","landingPageFAQFiveQuestionTittleVerify",""
"passed","Thu Jul 13 16:39:37 BDT 2023","Thu Jul 13 16:39:50 BDT 2023","13062","Suite","Test","testcases.TemplatesTestCases","testcases.TemplatesTestCases","searchUsingWhiteSpace","searchUsingWhiteSpace",""
"passed","Thu Jul 13 16:32:58 BDT 2023","Thu Jul 13 16:33:00 BDT 2023","2750","Suite","Test","testcases.PrivacyPoliceTestCases","testcases.PrivacyPoliceTestCases","contenttittletextVerify","contenttittletextVerify",""
"passed","Thu Jul 13 16:29:56 BDT 2023","Thu Jul 13 16:30:02 BDT 2023","6540","Suite","Test","testcases.TermConditionTestCases","testcases.TermConditionTestCases","disclaimerTittleVerify","disclaimerTittleVerify",""
"passed","Thu Jul 13 16:21:34 BDT 2023","Thu Jul 13 16:21:44 BDT 2023","9545","Suite","Test","testcases.LandingTestCases","testcases.LandingTestCases","footerBlogsButtonTest","footerBlogsButtonTest",""
"passed","Thu Jul 13 16:30:15 BDT 2023","Thu Jul 13 16:30:23 BDT 2023","7559","Suite","Test","testcases.TermConditionTestCases","testcases.TermConditionTestCases","intellectualPropertyTittleVerify","intellectualPropertyTittleVerify",""
"passed","Thu Jul 13 16:34:50 BDT 2023","Thu Jul 13 16:35:05 BDT 2023","14832","Suite","Test","testcases.FaqPageTestCases","testcases.FaqPageTestCases","faqPageQuest10QuestAnswerVerify","faqPageQuest10QuestAnswerVerify",""
"passed","Thu Jul 13 16:33:51 BDT 2023","Thu Jul 13 16:34:02 BDT 2023","10476","Suite","Test","testcases.LoginTestCases","testcases.LoginTestCases","loginPageBackButtonTestFromPasswordPage","loginPageBackButtonTestFromPasswordPage",""
"passed","Thu Jul 13 16:29:45 BDT 2023","Thu Jul 13 16:29:53 BDT 2023","8709","Suite","Test","testcases.TermConditionTestCases","testcases.TermConditionTestCases","copyrightInfringmentsTittleVerify","copyrightInfringmentsTittleVerify",""
"passed","Thu Jul 13 16:25:42 BDT 2023","Thu Jul 13 16:25:55 BDT 2023","12594","Suite","Test","testcases.LandingTestCases","testcases.LandingTestCases","landingPageFAQTittleVerify","landingPageFAQTittleVerify",""
"passed","Thu Jul 13 16:38:25 BDT 2023","Thu Jul 13 16:38:35 BDT 2023","9450","Suite","Test","testcases.RegisterTestCases","testcases.RegisterTestCases","registerPageTermsandConditionSelectDeselect","registerPageTermsandConditionSelectDeselect",""
"passed","Thu Jul 13 16:36:02 BDT 2023","Thu Jul 13 16:36:05 BDT 2023","2812","Suite","Test","testcases.FaqPageTestCases","testcases.FaqPageTestCases","faqPageUrlVerify","faqPageUrlVerify",""
"passed","Thu Jul 13 16:27:30 BDT 2023","Thu Jul 13 16:27:35 BDT 2023","5127","Suite","Test","testcases.LandingTestCases","testcases.LandingTestCases","landingPageSimpleCvSelectTemplateTextVerify","landingPageSimpleCvSelectTemplateTextVerify",""
"passed","Thu Jul 13 16:36:51 BDT 2023","Thu Jul 13 16:37:04 BDT 2023","13498","Suite","Test","testcases.DashboardProfilePageTestCases","testcases.DashboardProfilePageTestCases","personalInfodesignationandmailingaddressAdd","personalInfodesignationandmailingaddressAdd",""
"passed","Thu Jul 13 16:35:02 BDT 2023","Thu Jul 13 16:35:15 BDT 2023","13525","Suite","Test","testcases.FaqPageTestCases","testcases.FaqPageTestCases","faqPageQuest2QuestAnswerVerify","faqPageQuest2QuestAnswerVerify",""
"passed","Thu Jul 13 16:38:34 BDT 2023","Thu Jul 13 16:38:45 BDT 2023","10797","Suite","Test","testcases.RegisterTestCases","testcases.RegisterTestCases","registerPageValidationtextsVerify","registerPageValidationtextsVerify",""
"passed","Thu Jul 13 16:36:55 BDT 2023","Thu Jul 13 16:37:21 BDT 2023","26398","Suite","Test","testcases.DashboardProfilePageTestCases","testcases.DashboardProfilePageTestCases","personalSummaryAddFromSegguestion","personalSummaryAddFromSegguestion",""
"passed","Thu Jul 13 16:37:23 BDT 2023","Thu Jul 13 16:37:37 BDT 2023","13357","Suite","Test","testcases.DashboardProfilePageTestCases","testcases.DashboardProfilePageTestCases","personalSummarymanualDataInputandVerify","personalSummarymanualDataInputandVerify",""
"passed","Thu Jul 13 16:28:14 BDT 2023","Thu Jul 13 16:28:26 BDT 2023","11843","Suite","Test","testcases.LandingTestCases","testcases.LandingTestCases","logoutButtonTesting","logoutButtonTesting",""
"passed","Thu Jul 13 16:27:38 BDT 2023","Thu Jul 13 16:27:46 BDT 2023","8106","Suite","Test","testcases.LandingTestCases","testcases.LandingTestCases","landingPageTemplateCvTittleVerify","landingPageTemplateCvTittleVerify",""
"passed","Thu Jul 13 16:31:09 BDT 2023","Thu Jul 13 16:31:15 BDT 2023","6150","Suite","Test","testcases.TermConditionTestCases","testcases.TermConditionTestCases","userRepresentationsTittleVerify","userRepresentationsTittleVerify",""
"passed","Thu Jul 13 16:34:38 BDT 2023","Thu Jul 13 16:34:43 BDT 2023","4721","Suite","Test","testcases.LoginTestCases","testcases.LoginTestCases","loginWithInvalidMailFormat","loginWithInvalidMailFormat",""
"passed","Thu Jul 13 16:38:09 BDT 2023","Thu Jul 13 16:38:18 BDT 2023","8320","Suite","Test","testcases.RegisterTestCases","testcases.RegisterTestCases","registerPageBacktoHomeButtonTest","registerPageBacktoHomeButtonTest",""
"passed","Thu Jul 13 16:39:32 BDT 2023","Thu Jul 13 16:39:46 BDT 2023","14301","Suite","Test","testcases.TemplatesTestCases","testcases.TemplatesTestCases","searchByLargeName","searchByLargeName",""
"passed","Thu Jul 13 16:39:07 BDT 2023","Thu Jul 13 16:39:17 BDT 2023","10413","Suite","Test","testcases.TemplatesTestCases","testcases.TemplatesTestCases","filterByElementDeselect","filterByElementDeselect",""
"passed","Thu Jul 13 16:35:30 BDT 2023","Thu Jul 13 16:35:41 BDT 2023","11173","Suite","Test","testcases.FaqPageTestCases","testcases.FaqPageTestCases","faqPageQuest6QuestAnswerVerify","faqPageQuest6QuestAnswerVerify",""
"passed","Thu Jul 13 16:26:33 BDT 2023","Thu Jul 13 16:26:43 BDT 2023","10459","Suite","Test","testcases.LandingTestCases","testcases.LandingTestCases","landingPageRecruiterPreferCvStructureVerify","landingPageRecruiterPreferCvStructureVerify",""
"passed","Thu Jul 13 16:27:43 BDT 2023","Thu Jul 13 16:27:50 BDT 2023","7406","Suite","Test","testcases.LandingTestCases","testcases.LandingTestCases","landingPageTemplateSelect","landingPageTemplateSelect",""
"passed","Thu Jul 13 16:33:15 BDT 2023","Thu Jul 13 16:33:18 BDT 2023","2505","Suite","Test","testcases.PrivacyPoliceTestCases","testcases.PrivacyPoliceTestCases","overviewBodyTextPart2Verify","overviewBodyTextPart2Verify",""
"passed","Thu Jul 13 16:30:11 BDT 2023","Thu Jul 13 16:30:16 BDT 2023","4633","Suite","Test","testcases.TermConditionTestCases","testcases.TermConditionTestCases","indeminificationTittleVerify","indeminificationTittleVerify",""
"passed","Thu Jul 13 16:29:05 BDT 2023","Thu Jul 13 16:29:12 BDT 2023","7122","Suite","Test","testcases.AboutTestCases","testcases.AboutTestCases","aboutUsUniqueFeatureTittleVerify","aboutUsUniqueFeatureTittleVerify",""
"passed","Thu Jul 13 16:28:53 BDT 2023","Thu Jul 13 16:28:57 BDT 2023","3696","Suite","Test","testcases.AboutTestCases","testcases.AboutTestCases","aboutUsFirstParaVerify","aboutUsFirstParaVerify",""
"passed","Thu Jul 13 16:34:08 BDT 2023","Thu Jul 13 16:34:16 BDT 2023","7764","Suite","Test","testcases.LoginTestCases","testcases.LoginTestCases","loginPageCreateAccountButtonTestFromPasswordField","loginPageCreateAccountButtonTestFromPasswordField",""
"passed","Thu Jul 13 16:32:40 BDT 2023","Thu Jul 13 16:32:43 BDT 2023","2495","Suite","Test","testcases.PrivacyPoliceTestCases","testcases.PrivacyPoliceTestCases","GPDRTittleVerify","GPDRTittleVerify",""
"passed","Thu Jul 13 16:27:52 BDT 2023","Thu Jul 13 16:28:01 BDT 2023","8131","Suite","Test","testcases.LandingTestCases","testcases.LandingTestCases","landingPageTopButtonTest","landingPageTopButtonTest",""
"passed","Thu Jul 13 16:39:22 BDT 2023","Thu Jul 13 16:39:35 BDT 2023","12989","Suite","Test","testcases.TemplatesTestCases","testcases.TemplatesTestCases","filterScrollLastElement","filterScrollLastElement",""
"passed","Thu Jul 13 16:20:41 BDT 2023","Thu Jul 13 16:20:56 BDT 2023","15189","Suite","Test","testcases.LandingTestCases","testcases.LandingTestCases","allBlogsButtonTest","allBlogsButtonTest",""
"passed","Thu Jul 13 16:39:49 BDT 2023","Thu Jul 13 16:39:54 BDT 2023","5511","Suite","Test","testcases.TemplatesTestCases","testcases.TemplatesTestCases","searchValidName","searchValidName",""
"passed","Thu Jul 13 16:36:25 BDT 2023","Thu Jul 13 16:36:34 BDT 2023","8960","Suite","Test","testcases.DashboardProfilePageTestCases","testcases.DashboardProfilePageTestCases","personalInfoMaillingAdressnEditButtonVerify","personalInfoMaillingAdressnEditButtonVerify",""
"passed","Thu Jul 13 16:26:55 BDT 2023","Thu Jul 13 16:27:04 BDT 2023","8498","Suite","Test","testcases.LandingTestCases","testcases.LandingTestCases","landingPageRecruiterPreferTittleVerify","landingPageRecruiterPreferTittleVerify",""
"passed","Thu Jul 13 16:20:40 BDT 2023","Thu Jul 13 16:20:53 BDT 2023","13601","Suite","Test","testcases.LandingTestCases","testcases.LandingTestCases","blogsHoverSsTest","blogsHoverSsTest",""
"passed","Thu Jul 13 16:33:24 BDT 2023","Thu Jul 13 16:33:29 BDT 2023","4552","Suite","Test","testcases.PrivacyPoliceTestCases","testcases.PrivacyPoliceTestCases","topButtonVerify","topButtonVerify",""
"passed","Thu Jul 13 16:24:22 BDT 2023","Thu Jul 13 16:24:35 BDT 2023","12962","Suite","Test","testcases.LandingTestCases","testcases.LandingTestCases","landingPageExploreAllTemplateButtonTest","landingPageExploreAllTemplateButtonTest",""
"passed","Thu Jul 13 16:34:31 BDT 2023","Thu Jul 13 16:34:39 BDT 2023","8261","Suite","Test","testcases.LoginTestCases","testcases.LoginTestCases","loginUsingKeyboardEnterButton","loginUsingKeyboardEnterButton",""
"passed","Thu Jul 13 16:32:06 BDT 2023","Thu Jul 13 16:33:04 BDT 2023","57985","Suite","Test","testcases.BlogPageTestCase","testcases.BlogPageTestCase","vlog7TittleUrlVerify","vlog7TittleUrlVerify",""
"passed","Thu Jul 13 16:29:43 BDT 2023","Thu Jul 13 16:29:49 BDT 2023","5686","Suite","Test","testcases.TermConditionTestCases","testcases.TermConditionTestCases","contributionLicenseTittleVerify","contributionLicenseTittleVerify",""
"passed","Thu Jul 13 16:27:19 BDT 2023","Thu Jul 13 16:27:28 BDT 2023","8719","Suite","Test","testcases.LandingTestCases","testcases.LandingTestCases","landingPageSimpleCvBodyTextVerify","landingPageSimpleCvBodyTextVerify",""
"passed","Thu Jul 13 16:32:44 BDT 2023","Thu Jul 13 16:32:47 BDT 2023","2246","Suite","Test","testcases.PrivacyPoliceTestCases","testcases.PrivacyPoliceTestCases","advertisingPartnerTittleVerify","advertisingPartnerTittleVerify",""
"passed","Thu Jul 13 16:25:34 BDT 2023","Thu Jul 13 16:25:40 BDT 2023","6311","Suite","Test","testcases.LandingTestCases","testcases.LandingTestCases","landingPageFAQThirdQuestionTittleVerify","landingPageFAQThirdQuestionTittleVerify",""
"passed","Thu Jul 13 16:24:12 BDT 2023","Thu Jul 13 16:24:31 BDT 2023","18692","Suite","Test","testcases.LandingTestCases","testcases.LandingTestCases","landingPageContentSuggestionTittleVerify","landingPageContentSuggestionTittleVerify",""
"passed","Thu Jul 13 16:36:36 BDT 2023","Thu Jul 13 16:36:48 BDT 2023","12578","Suite","Test","testcases.DashboardProfilePageTestCases","testcases.DashboardProfilePageTestCases","personalInfoMultiMailandNumbertest","personalInfoMultiMailandNumbertest",""
"passed","Thu Jul 13 16:25:22 BDT 2023","Thu Jul 13 16:25:28 BDT 2023","5232","Suite","Test","testcases.LandingTestCases","testcases.LandingTestCases","landingPageFAQSecondQuestionTittleVerify","landingPageFAQSecondQuestionTittleVerify",""
"passed","Thu Jul 13 16:32:53 BDT 2023","Thu Jul 13 16:32:55 BDT 2023","2742","Suite","Test","testcases.PrivacyPoliceTestCases","testcases.PrivacyPoliceTestCases","contentbodytextVerify","contentbodytextVerify",""
"passed","Thu Jul 13 16:32:27 BDT 2023","Thu Jul 13 16:32:38 BDT 2023","11700","Suite","Test","testcases.BlogPageTestCase","testcases.BlogPageTestCase","vlog9TittleUrlVerify","vlog9TittleUrlVerify",""
